NAME;TITLE ID;BUILD ID;FILE PATH
Alwa'sLegacy;01001B7012214000;5077a304bb0ffb42,b99f66187b518e49;sxos\titles\01001B7012214000\cheats\b99f66187b518e49.txt
AmericanFugitive;010002B00C534000;bfba9856a1eaf74d;sxos\titles\010002B00C534000\cheats\bfba9856a1eaf74d.txt
AmoebaBattle-MicroscopicRTSAction;010041D00DEB2000;fac657e2a78da428;sxos\titles\010041D00DEB2000\cheats\fac657e2a78da428.txt
AngerForce:Reloaded;010001E00A5F6000;c80ef6e755322446;sxos\titles\010001E00A5F6000\cheats\c80ef6e755322446.txt
AngryVideoGameNerd1&2Deluxe;010084500C7DC000;3baf3d80b6c82243,b876128d4eea7c4f;sxos\titles\010084500C7DC000\cheats\3baf3d80b6c82243.txt
AngryVideoGameNerd1&2Deluxe;010084500C7DC000;3baf3d80b6c82243,b876128d4eea7c4f;sxos\titles\010084500C7DC000\cheats\b876128d4eea7c4f.txt
Anima:GateofMemories;0100706005B6A000;5a76a682efa30847;sxos\titles\0100706005B6A000\cheats\5a76a682efa30847.txt
Anima:GateofMemories-TheNamelessChronicles;01007A400B3F8000;5a76a682efa30847;sxos\titles\01007A400B3F8000\cheats\5a76a682efa30847.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\20ca968c082118c2.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\3068f51723dc1a67.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\7fc1baff976aeca4.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\8379d9e90ff19b0f.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\9429fc5202937d7f.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\a31f81d41e1039c5.txt
AnimalCrossing:NewHorizons[Rev1.0.0];01006F8002326000;20ca968c082118c2,3068f51723dc1a67,7fc1baff976aeca4,8379d9e90ff19b0f,9429fc5202937d7f,a31f81d41e1039c5,b0d6d16556b61bf5,e2d890a4d19fad02,f829a27213d46f9f,fdc1632048facfbd;sxos\titles\01006F8002326000\cheats\b0d6d16556b61bf5.txt
